Date,Location,District,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI,AQI_Category
2023-08-08,Risida (Karlamunda),Kalahandi,6.5,13.0,3.5100000000000002,5.07,0.26,6.5,27.7,92.9,20,Good
2023-08-08,Santpur,Kalahandi,6.760000000000001,13.0,7.670000000000001,6.24,0.42900000000000005,24.57,30.7,79.4,20,Good
2023-08-08,Sibapur,Dhenkanal,5.0,22.5,2.0,1.0,0.2,5.0,26.1,86.3,22,Good
2023-08-08,Tulapada,Kalahandi,6.5,13.0,2.6,1.3,0.26,21.32,28.9,93.3,20,Good
2023-08-08,Tundla,Kalahandi,6.5,30.55,13.520000000000001,2.6,0.26,6.5,31.0,85.4,36,Good
2023-08-09,Adri,Kalahandi,19.37,13.0,2.6,6.11,0.39,10.4,27.2,86.9,29,Good
2023-08-09,Badajhara,Dhenkanal,15.4,30.1,7.6,1.2,0.25,8.5,30.7,88.5,30,Good
2023-08-09,Baliamba,Dhenkanal,14.4,37.6,2.0,3.7,0.2,5.8,29.7,77.1,38,Good
2023-08-09,Bampa,Dhenkanal,17.9,23.5,2.0,1.0,0.3,5.9,30.4,93.2,30,Good
2023-08-09,Bankuala,Dhenkanal,5.0,10.0,3.8,7.7,0.2,5.9,30.0,82.6,10,Good
2023-08-09,Baruan (B),Dhenkanal,26.2,39.2,5.9,4.0,0.2,5.0,29.3,85.6,44,Good
2023-08-09,Birasal,Dhenkanal,5.0,10.0,4.0,1.0,0.2,6.2,27.4,82.4,10,Good
2023-08-09,Danagadi,Jajpur,60.48,144.16,18.080000000000002,10.08,1.184,15.200000000000001,29.2,94.7,172,Moderate
2023-08-09,Dharanipatana,Dhenkanal,19.2,42.6,7.4,5.5,0.38,5.2,29.0,76.9,43,Good
2023-08-09,Gambhariguda,Kalahandi,12.48,13.0,5.9799999999999995,1.3,0.26,22.36,30.3,88.8,20,Good
2023-08-09,Gengutia,Dhenkanal,15.1,41.3,8.4,2.9,0.2,7.6,30.1,86.8,41,Good
2023-08-09,Junagarh,Kalahandi,15.990000000000002,36.269999999999996,2.6,4.55,1.04,6.5,29.7,77.4,43,Good
2023-08-09,Kadua,Dhenkanal,5.0,10.0,3.2,2.9,0.2,22.7,31.1,79.9,23,Good
2023-08-09,Kantapal,Dhenkanal,5.0,14.1,2.0,2.3,0.52,5.8,29.4,90.4,26,Good
2023-08-09,Kantilo,Dhenkanal,24.7,64.2,6.6,12.8,0.2,20.7,25.9,86.9,64,Satisfactory
2023-08-09,Khadag Prasad,Dhenkanal,11.1,25.6,2.0,4.5,0.59,6.4,29.7,86.1,30,Good
2023-08-09,Kottam,Dhenkanal,5.0,10.1,2.0,3.2,0.3,7.0,28.4,75.7,15,Good
2023-08-09,Nuagaon,Kalahandi,9.75,13.0,11.83,1.3,0.26,11.18,30.0,88.3,20,Good
2023-08-09,Saganbhadi,Kalahandi,6.63,41.86000000000001,2.6,7.54,0.26,13.39,28.9,86.7,50,Good
2023-08-10,Baldhimal,Kalahandi,13.0,39.0,2.9899999999999998,1.3,0.26,6.5,32.0,94.0,46,Good
2023-08-10,Berhampur,Ganjam,5.0,10.0,17.8,3.0,0.92,13.7,25.7,79.2,46,Good
2023-08-10,Bidharpur,Dhenkanal,8.9,28.5,5.6,1.0,0.53,10.3,30.6,83.1,28,Good
2023-08-10,Karamula,Dhenkanal,11.2,22.0,3.2,1.0,0.24,5.1,31.5,91.5,22,Good
2023-08-10,Khasiguda,Kalahandi,6.5,34.06,10.4,7.15,0.338,17.290000000000003,29.2,78.6,40,Good
2023-08-10,Lanjigarh,Kalahandi,14.559999999999999,29.77,3.25,5.59,1.56,75.92,30.8,76.4,60,Satisfactory
2023-08-10,Madanpur Rampur,Kalahandi,24.57,35.1,7.93,6.11,0.6890000000000001,8.19,31.9,82.5,42,Good
2023-08-10,Majhiguda,Kalahandi,18.98,48.1,9.75,4.03,0.42900000000000005,14.170000000000002,25.9,92.1,57,Satisfactory
2023-08-10,Parla,Kalahandi,6.5,13.0,8.71,7.15,0.26,6.5,30.8,93.5,20,Good
2023-08-10,Patharakhamba,Dhenkanal,12.4,17.6,3.3,1.0,0.2,11.7,25.6,91.9,21,Good
2023-08-11,Daspur,Kalahandi,7.0200000000000005,32.24,6.89,2.3400000000000003,0.26,17.290000000000003,30.8,91.4,38,Good
2023-08-11,Dhanrabhata,Kalahandi,8.71,18.2,3.12,1.3,0.26,22.880000000000003,30.5,80.6,21,Good
2023-08-11,Gobindapur,Dhenkanal,5.0,13.2,7.0,2.9,0.29,5.0,28.0,83.2,14,Good
2023-08-11,Kaigam,Kalahandi,13.26,26.650000000000002,7.0200000000000005,4.03,0.26,29.77,30.3,93.0,31,Good
2023-08-11,Kalampur,Kalahandi,28.340000000000003,52.13,2.6,7.0200000000000005,0.26,9.49,27.3,88.4,62,Satisfactory
2023-08-11,Kandel,Kalahandi,8.84,35.75,3.77,1.3,0.26,18.59,29.3,79.8,42,Good
2023-08-11,Kesinga,Kalahandi,6.5,13.0,4.55,3.3800000000000003,1.3130000000000002,25.22,29.7,81.5,20,Good
2023-08-11,Khandagiri,Khordha,14.58,26.46,5.4,1.8,0.5940000000000001,52.74,31.4,75.6,42,Good
2023-08-11,Kotagara,Dhenkanal,17.6,26.8,5.2,1.4,0.36,38.9,26.4,81.9,39,Good
2023-08-11,Mottanga,Dhenkanal,5.0,10.0,2.0,1.0,0.23,12.0,29.4,80.1,12,Good
2023-08-11,Talampadar,Kalahandi,6.760000000000001,13.0,12.35,4.42,0.39,7.54,26.0,84.5,20,Good
2023-08-12,Ampani,Kalahandi,11.83,24.31,16.64,1.4300000000000002,0.26,16.64,29.5,87.2,29,Good
2023-08-12,Badasuanlo,Dhenkanal,5.4,10.0,2.0,6.6,0.38,5.0,26.3,92.9,19,Good
2023-08-12,Balanpada,Kalahandi,6.5,13.0,12.48,3.77,0.36400000000000005,11.440000000000001,28.9,87.3,20,Good
2023-08-12,Dhenkanal,Dhenkanal,10.4,13.9,7.6,1.0,0.3,14.8,30.4,82.2,17,Good
2023-08-12,Digambarpur,Dhenkanal,5.0,17.1,4.8,3.1,0.36,5.0,25.2,84.6,18,Good
2023-08-12,Gudigaon,Kalahandi,24.96,27.430000000000003,21.32,1.3,0.26,17.68,30.1,85.7,37,Good
2023-08-12,Gudigaon,Kalahandi,10.53,33.28,2.6,1.8199999999999998,0.6890000000000001,6.5,26.7,78.5,39,Good
2023-08-12,Kadua,Dhenkanal,14.1,27.9,3.6,2.3,0.24,5.0,31.9,75.7,28,Good
2023-08-12,Nadhera,Dhenkanal,6.4,19.3,2.0,1.0,0.2,8.3,29.5,80.2,19,Good
2023-08-12,Nuagaon,Kalahandi,11.18,19.5,8.58,1.3,0.26,14.82,29.5,91.8,23,Good
2023-08-12,Pastikudi (Junagarh),Kalahandi,6.5,18.2,2.6,4.680000000000001,0.42900000000000005,6.5,29.3,87.0,21,Good
2023-08-12,Podapadar,Kalahandi,10.66,53.300000000000004,3.9000000000000004,1.3,0.9880000000000001,15.47,28.6,76.9,63,Satisfactory
2023-08-12,Saganbhadi,Kalahandi,7.15,13.0,2.6,1.3,0.39,6.5,28.9,90.1,20,Good
2023-08-13,Berhampur,Ganjam,29.9,61.3,7.1,17.8,0.26,7.9,29.2,79.2,61,Satisfactory
2023-08-13,Biribolei,Dhenkanal,11.9,28.6,2.0,7.1,0.2,9.5,29.2,94.9,29,Good
2023-08-13,Cuttack,Cuttack,51.84,86.94,11.34,8.28,2.214,18.900000000000002,31.8,81.5,104,Moderate
2023-08-13,Gudigaon,Kalahandi,6.5,17.16,8.71,1.3,0.26,6.5,30.4,94.5,20,Good
2023-08-13,Gundicha Pada,Dhenkanal,10.2,10.0,5.8,3.7,0.2,8.2,25.1,94.3,17,Good
2023-08-13,Kesinga,Kalahandi,49.53,84.37,2.6,8.97,0.52,40.82,27.6,81.9,101,Moderate
2023-08-13,Pujariguda,Kalahandi,6.5,13.0,8.06,1.8199999999999998,0.26,6.5,29.4,78.1,20,Good
2023-08-13,Pujariguda,Kalahandi,11.309999999999999,16.25,2.6,1.3,0.26,11.83,29.0,79.0,20,Good
2023-08-13,Ray Narasinghpur,Dhenkanal,5.0,10.0,8.8,6.5,0.2,9.4,31.6,86.7,11,Good
2023-08-14,Akhuapal,Dhenkanal,5.0,17.4,2.0,1.2,0.23,5.0,25.7,90.4,17,Good
2023-08-14,Arebeda,Kalahandi,12.22,19.240000000000002,4.680000000000001,4.8100000000000005,0.36400000000000005,17.42,29.1,87.1,23,Good
2023-08-14,Ghatipiri,Dhenkanal,9.6,10.0,8.7,1.0,0.26,5.0,30.8,87.3,16,Good
2023-08-14,Gotamunda,Kalahandi,23.919999999999998,82.68,17.55,1.3,0.26,12.090000000000002,31.9,81.0,99,Satisfactory
2023-08-14,Jhili,Dhenkanal,6.2,10.0,3.6,1.3,0.77,13.5,27.9,77.8,38,Good
2023-08-14,Joda,Keonjhar,93.8,140.4,11.2,10.2,2.3,29.8,31.4,81.9,168,Moderate
2023-08-14,Kankutru,Kalahandi,6.5,13.0,4.680000000000001,1.3,0.26,6.5,30.0,75.3,20,Good
2023-08-14,Khuntujhari,Dhenkanal,19.9,27.8,7.4,1.0,0.2,5.0,26.4,87.9,33,Good
2023-08-14,Mrudanga,Dhenkanal,5.0,10.0,9.4,1.3,0.2,5.0,30.6,85.7,12,Good
2023-08-14,Sankulei,Dhenkanal,10.3,31.9,3.4,1.0,0.2,12.0,27.2,87.7,32,Good
2023-08-15,Baisinga,Dhenkanal,14.3,28.0,3.2,1.0,0.2,8.6,31.5,91.0,28,Good
2023-08-15,Biswanathpur,Kalahandi,10.66,17.55,15.08,4.42,1.4300000000000002,10.4,29.7,88.5,21,Good
2023-08-15,Budhibil,Dhenkanal,5.0,10.0,7.6,3.8,0.2,5.7,26.1,89.5,10,Good
2023-08-15,Chandipur,Jajpur,32.480000000000004,104.0,7.68,1.6,0.384,8.0,29.1,92.1,124,Moderate
2023-08-15,Charbahal,Kalahandi,24.830000000000002,62.27,7.15,4.29,0.481,6.5,31.0,87.2,74,Satisfactory
2023-08-15,Gotamunda,Kalahandi,10.01,25.35,4.55,5.59,0.29900000000000004,14.82,31.4,79.7,30,Good
2023-08-15,Gudigaon,Kalahandi,11.05,13.0,7.15,1.3,0.26,12.870000000000001,29.8,82.9,20,Good
2023-08-15,Gundurapasi,Dhenkanal,13.7,10.1,6.2,3.3,0.32,7.7,27.6,82.0,23,Good
2023-08-15,Habaspur,Kalahandi,9.620000000000001,13.0,4.9399999999999995,8.71,0.533,24.05,27.8,93.9,20,Good
2023-08-15,Kasipur,Dhenkanal,7.8,10.0,6.0,1.0,0.68,8.6,26.4,88.9,34,Good
2023-08-15,Khasiguda,Kalahandi,14.559999999999999,26.26,2.6,4.03,0.26,13.65,30.2,75.8,31,Good
2023-08-15,Manikmara,Dhenkanal,9.5,17.4,3.4,3.9,0.48,5.0,31.0,86.4,24,Good
2023-08-15,Nuagaon,Kalahandi,18.720000000000002,69.42,2.6,1.3,0.7150000000000001,6.5,30.1,90.1,83,Satisfactory
2023-08-15,Risida (Karlamunda),Kalahandi,19.240000000000002,34.97,8.06,3.9000000000000004,0.29900000000000004,46.54,30.4,79.1,41,Good
2023-08-15,Roda,Dhenkanal,8.4,25.4,12.0,1.1,0.23,5.0,26.8,85.6,25,Good
2023-08-15,Sogar,Dhenkanal,5.1,21.8,16.6,5.9,0.69,5.0,31.7,76.5,34,Good
2023-08-16,Balaramprasad,Dhenkanal,17.2,37.3,2.0,1.5,0.21,5.0,28.1,83.5,37,Good
2023-08-16,Balikuma,Dhenkanal,19.3,44.9,2.0,3.1,0.37,10.2,26.9,81.8,45,Good
2023-08-16,Berhampur,Ganjam,25.2,75.0,30.0,4.3,1.18,7.4,26.3,79.6,75,Satisfactory
2023-08-16,Bhuban,Dhenkanal,15.4,10.0,3.9,1.0,0.2,5.0,28.7,91.5,26,Good
2023-08-16,Gogula,Kalahandi,31.85,89.44,5.460000000000001,1.3,0.624,7.15,28.2,77.0,107,Moderate
2023-08-16,Gudigaon,Kalahandi,7.54,13.0,2.6,3.6399999999999997,0.35100000000000003,15.86,27.8,91.8,20,Good
2023-08-16,Kandarsinga,Dhenkanal,5.0,13.8,2.9,7.1,0.2,5.0,29.7,82.0,14,Good
2023-08-16,Majhiguda,Kalahandi,14.950000000000001,15.600000000000001,2.8600000000000003,1.3,0.26,15.209999999999999,29.4,93.0,22,Good
2023-08-16,Nakrundi,Kalahandi,12.48,18.59,6.24,3.5100000000000002,0.26,6.5,26.8,79.9,22,Good
2023-08-17,Berhampur,Ganjam,11.8,16.8,8.9,1.0,0.67,30.9,30.2,88.7,34,Good
2023-08-17,Bhimkela,Kalahandi,9.360000000000001,23.919999999999998,15.08,1.3,0.26,18.720000000000002,26.7,91.6,28,Good
2023-08-17,Bhuban,Dhenkanal,25.0,55.6,16.3,4.7,0.2,21.5,28.7,84.1,56,Satisfactory
2023-08-17,Bidharpur,Dhenkanal,5.0,20.1,2.0,2.8,0.2,5.0,27.0,92.1,20,Good
2023-08-17,Binjharpur,Jajpur,8.0,37.92,23.840000000000003,1.6,0.4,23.36,29.4,91.3,45,Good
2023-08-17,Kasipur,Dhenkanal,13.1,27.8,12.4,5.2,0.39,12.9,30.8,83.0,28,Good
2023-08-17,Kerajoli,Dhenkanal,5.0,10.0,4.5,4.0,0.27,13.9,27.4,91.3,14,Good
2023-08-17,Khandabandha,Dhenkanal,5.0,10.0,7.8,14.1,0.2,5.0,26.9,85.6,18,Good
2023-08-17,Khankira,Dhenkanal,14.8,37.4,2.0,3.1,0.2,15.9,28.4,86.3,37,Good
2023-08-17,Madanpur Rampur,Kalahandi,19.11,49.4,14.43,3.3800000000000003,0.325,29.51,29.6,83.4,59,Satisfactory
2023-08-17,Mahichala,Kalahandi,6.5,14.43,8.97,1.3,0.26,6.5,25.4,77.1,20,Good
2023-08-17,Meramundali,Dhenkanal,21.8,16.3,18.2,3.2,0.91,17.4,29.9,92.7,46,Good
2023-08-17,Pujariguda,Kalahandi,7.670000000000001,13.0,3.12,1.3,0.26,6.5,26.6,93.4,20,Good
2023-08-17,Siletpada,Kalahandi,15.340000000000002,31.07,17.16,6.370000000000001,0.65,10.270000000000001,26.3,86.1,37,Good
2023-08-17,Surapratapapur,Dhenkanal,21.1,25.8,9.2,3.0,0.37,7.6,25.9,84.8,35,Good
2023-08-18,Basoi,Dhenkanal,5.0,26.6,9.9,3.0,0.2,16.7,29.4,85.3,27,Good
2023-08-18,Bhalibol Kateni,Dhenkanal,5.0,10.0,5.3,1.0,0.2,5.0,28.0,82.3,10,Good
2023-08-18,Bhimkela,Kalahandi,11.440000000000001,13.0,12.35,1.3,0.35100000000000003,10.53,28.1,78.1,20,Good
2023-08-18,Gambhariguda,Kalahandi,9.23,45.63,2.6,1.4300000000000002,0.26,19.240000000000002,26.3,94.8,54,Satisfactory
2023-08-18,Gobindapur,Dhenkanal,7.8,25.7,5.6,1.0,0.2,13.5,27.6,91.2,26,Good
2023-08-18,Kalanga,Dhenkanal,7.5,14.8,7.6,1.0,0.2,5.7,28.8,82.0,15,Good
2023-08-18,Kandarsinga,Dhenkanal,21.2,46.0,2.0,1.0,0.2,8.5,31.8,93.5,46,Good
2023-08-18,Kantioputasahi,Dhenkanal,5.0,10.0,5.0,4.4,0.81,11.7,26.5,78.1,40,Good
2023-08-18,Karlamunda,Kalahandi,6.5,15.47,7.0200000000000005,4.03,0.26,8.84,25.1,88.5,20,Good
2023-08-18,Manikera,Kalahandi,21.06,30.03,5.07,5.9799999999999995,0.26,10.270000000000001,31.1,84.3,36,Good
2023-08-18,Mathatentulia,Dhenkanal,5.0,29.2,9.6,1.8,0.51,7.2,29.2,93.5,29,Good
2023-08-18,Mottanga,Dhenkanal,10.6,15.2,2.7,3.5,0.85,8.1,27.9,83.1,42,Good
2023-08-18,Mundeilo,Dhenkanal,14.2,46.6,13.1,4.5,0.57,5.9,30.2,81.8,47,Good
2023-08-18,Narla,Kalahandi,6.5,39.39,14.950000000000001,4.9399999999999995,1.105,13.26,25.8,77.9,47,Good
2023-08-18,Rupra,Kalahandi,26.130000000000003,40.43,4.16,5.59,0.403,12.740000000000002,27.6,82.0,48,Good
2023-08-19,Bhimkela,Kalahandi,23.01,43.94,5.460000000000001,2.08,0.26,6.5,30.1,89.2,52,Satisfactory
2023-08-19,Daspur,Kalahandi,10.01,33.28,5.2,2.3400000000000003,0.26,6.5,28.9,84.0,39,Good
2023-08-19,Deypur,Kalahandi,6.5,13.0,2.6,5.8500000000000005,0.481,6.5,25.7,93.1,20,Good
2023-08-19,Gadasila,Dhenkanal,5.0,10.0,2.0,1.2,0.26,8.2,25.9,76.5,13,Good
2023-08-19,Jayapurakateni,Dhenkanal,7.9,12.6,9.2,1.2,0.2,20.6,25.4,80.7,21,Good
2023-08-19,Kamakhyanagar,Dhenkanal,23.0,31.2,2.0,1.0,0.2,16.4,28.2,89.4,38,Good
2023-08-19,Lanjigarh,Kalahandi,53.69,135.98,6.11,1.3,0.676,72.28,31.9,77.8,163,Moderate
2023-08-19,Mahulpal,Dhenkanal,9.7,10.0,3.1,1.3,0.6,11.4,29.6,75.6,30,Good
2023-08-19,Manikera,Kalahandi,8.84,15.209999999999999,9.75,2.08,0.507,7.800000000000001,29.4,92.8,20,Good
2023-08-19,Pangatira,Dhenkanal,5.2,10.0,11.5,2.0,0.2,5.2,31.0,86.3,14,Good
2023-08-19,Rasol,Dhenkanal,17.3,45.9,7.5,4.0,0.76,9.5,25.2,94.0,46,Good
2023-08-19,Sindhipadar,Kalahandi,9.360000000000001,33.28,7.54,1.3,0.26,9.1,29.3,87.4,39,Good
2023-08-20,Baladibandha,Dhenkanal,23.4,49.0,5.8,1.0,0.2,7.8,27.4,83.6,49,Good
2023-08-20,Barabandha,Kalahandi,6.5,13.0,2.6,1.3,0.338,6.5,28.2,89.5,20,Good
2023-08-20,Batagaon,Dhenkanal,5.0,10.0,11.6,3.1,0.2,20.2,30.2,83.3,20,Good
2023-08-20,Chaulia,Dhenkanal,14.7,36.7,4.6,1.0,0.22,18.5,31.7,89.0,37,Good
2023-08-20,Dharmagarh,Kalahandi,35.1,43.160000000000004,2.9899999999999998,1.3,0.26,7.279999999999999,28.8,88.9,52,Satisfactory
2023-08-20,Hanspal,Khordha,9.0,18.0,4.5,2.8800000000000003,1.8,9.0,25.8,77.1,21,Good
2023-08-20,Kaluria,Dhenkanal,5.0,10.0,2.0,1.0,0.2,5.0,25.2,78.1,10,Good
2023-08-20,Kerajoli,Dhenkanal,10.4,24.4,2.0,1.0,0.2,5.0,26.1,92.5,24,Good
2023-08-20,Majhiguda,Kalahandi,21.840000000000003,26.78,11.440000000000001,1.3,0.45499999999999996,6.5,30.8,76.7,32,Good
2023-08-20,Motanga,Dhenkanal,11.0,22.0,2.0,2.8,0.2,19.5,26.8,78.8,22,Good
2023-08-20,Mukhiguda,Kalahandi,18.330000000000002,37.57,2.6,1.3,0.481,6.5,29.1,84.9,45,Good
2023-08-20,Rasol,Dhenkanal,10.0,18.8,5.5,8.1,0.2,5.0,31.1,75.8,19,Good
2023-08-20,Sindhipadar,Kalahandi,20.28,47.19,12.870000000000001,8.06,0.338,11.700000000000001,27.8,89.2,56,Satisfactory
2023-08-20,Thuamul Rampur,Kalahandi,23.919999999999998,48.489999999999995,3.9000000000000004,1.3,0.26,6.5,28.3,83.3,58,Satisfactory
2023-08-21,Badachana,Jajpur,8.0,16.48,18.240000000000002,5.28,0.32000000000000006,8.0,28.5,83.2,20,Good
2023-08-21,Baligorada,Dhenkanal,5.0,10.0,4.6,1.0,0.51,8.6,31.5,91.7,26,Good
2023-08-21,Baruan (B),Dhenkanal,12.2,34.8,6.5,1.0,0.2,12.9,30.1,89.0,35,Good
2023-08-21,Berhampur,Ganjam,17.4,41.3,4.3,1.0,0.41,25.0,26.0,78.5,41,Good
2023-08-21,Bhusal,Dhenkanal,13.5,21.8,2.0,2.2,0.33,5.0,27.8,89.5,22,Good
2023-08-21,Bidharpur,Dhenkanal,27.3,71.6,2.0,1.6,0.54,9.3,30.8,92.0,72,Satisfactory
2023-08-21,Habaspur,Kalahandi,7.0200000000000005,13.0,7.93,6.760000000000001,0.481,22.36,26.9,79.0,20,Good
2023-08-21,Kantiokateni,Dhenkanal,13.4,32.4,7.5,2.9,0.2,7.3,27.6,79.7,32,Good
2023-08-21,Kesinga,Kalahandi,9.75,13.0,18.2,2.21,0.273,48.1,29.6,91.2,38,Good
2023-08-21,Khadag Prasad,Dhenkanal,22.6,46.9,2.0,1.0,0.73,5.0,26.7,91.7,47,Good
2023-08-21,Khankira,Dhenkanal,5.8,10.0,3.4,7.3,0.23,6.9,29.0,79.0,12,Good
2023-08-21,Khasiguda,Kalahandi,17.81,47.19,2.6,1.4300000000000002,0.26,6.5,25.3,84.9,56,Satisfactory
2023-08-21,Lanjigarh,Kalahandi,46.54,39.13,42.12,14.040000000000001,2.431,11.57,28.9,81.6,69,Satisfactory
2023-08-21,Manikmara,Dhenkanal,13.2,23.4,5.2,7.8,0.2,20.5,30.8,75.6,23,Good
2023-08-21,Motar,Kalahandi,6.5,33.28,12.740000000000002,4.8100000000000005,0.26,6.5,25.9,75.2,39,Good
2023-08-21,Poruhakhoja,Dhenkanal,29.8,53.0,2.0,3.4,0.2,12.5,29.1,86.8,53,Satisfactory
2023-08-21,Saharpada,Keonjhar,58.4,120.8,4.0,2.0,0.4,21.4,28.1,89.1,144,Moderate
2023-08-21,Saranga,Dhenkanal,8.8,11.5,2.0,1.0,0.2,6.5,30.9,81.5,15,Good
2023-08-22,Baligorada,Dhenkanal,5.0,10.0,5.4,1.0,0.2,5.0,27.6,85.9,10,Good
2023-08-22,Baunsa Pokhari,Dhenkanal,6.6,10.0,9.6,2.8,0.2,9.4,26.3,77.3,12,Good
2023-08-22,Budhibil,Dhenkanal,12.4,19.4,9.2,1.0,0.2,5.0,29.5,94.7,21,Good
2023-08-22,Dharmagarh,Kalahandi,6.5,13.0,9.49,6.5,0.312,11.18,25.9,78.8,20,Good
2023-08-22,Duhuria,Kalahandi,11.18,26.130000000000003,2.6,1.3,0.26,6.5,27.7,88.9,31,Good
2023-08-22,Golamunda,Kalahandi,6.5,16.38,2.6,1.3,0.42900000000000005,6.5,26.2,75.1,20,Good
2023-08-22,Gunadei,Dhenkanal,20.1,53.9,4.5,3.2,0.2,13.6,25.5,77.3,54,Satisfactory
2023-08-22,Hatura,Dhenkanal,6.5,10.5,4.6,7.8,0.25,5.0,25.1,83.2,12,Good
2023-08-22,Jayapurakateni,Dhenkanal,5.2,10.0,2.0,1.0,0.26,7.0,30.8,76.0,13,Good
2023-08-22,Kotagara,Dhenkanal,7.4,10.0,17.8,1.0,0.26,5.0,26.3,91.6,22,Good
2023-08-22,Pastikudi,Kalahandi,9.23,41.86000000000001,2.6,8.97,0.26,22.75,29.7,75.6,50,Good
2023-08-22,Sankulei,Dhenkanal,14.7,15.2,2.0,3.5,0.24,21.2,27.6,83.0,24,Good
2023-08-22,Tentulikhunti,Kalahandi,10.270000000000001,23.400000000000002,3.9000000000000004,6.24,0.28600000000000003,6.5,31.3,87.6,28,Good
2023-08-23,Baisinga,Dhenkanal,6.0,17.1,2.1,1.0,0.27,12.8,26.8,78.3,17,Good
2023-08-23,Baligorada,Dhenkanal,5.0,10.0,5.2,1.0,0.2,8.1,26.7,77.8,10,Good
2023-08-23,Barabandha,Kalahandi,23.14,60.97,5.8500000000000005,9.23,0.26,11.700000000000001,26.2,86.1,73,Satisfactory
2023-08-23,Dighi,Dhenkanal,5.0,10.0,9.3,4.0,0.2,5.0,27.1,81.4,12,Good
2023-08-23,Garhpalasuni,Dhenkanal,7.5,13.2,3.6,5.6,0.31,9.5,28.8,94.9,16,Good
2023-08-23,Gotamunda,Kalahandi,6.5,13.0,9.620000000000001,1.3,0.39,6.5,29.1,79.3,20,Good
2023-08-23,Hatura,Dhenkanal,5.3,23.9,3.6,1.0,0.2,18.2,25.0,93.4,24,Good
2023-08-23,Kanapura,Dhenkanal,23.7,64.8,3.5,1.0,0.49,5.0,30.2,87.9,65,Satisfactory
2023-08-23,Kantore,Dhenkanal,13.7,26.1,3.0,1.4,0.2,7.7,26.2,85.4,26,Good
2023-08-23,Madhapur,Dhenkanal,9.6,14.9,2.0,5.3,0.2,5.0,31.1,93.6,16,Good
2023-08-23,Pitiri,Dhenkanal,5.0,10.0,8.5,7.1,0.2,9.8,25.4,93.0,11,Good
2023-08-23,Saharpada,Keonjhar,50.0,86.6,9.0,2.0,1.44,24.4,25.1,75.9,103,Moderate
2023-08-24,Bainsia,Dhenkanal,15.6,42.7,3.9,1.0,0.2,12.3,31.9,92.4,43,Good
2023-08-24,Behera,Kalahandi,9.23,13.0,7.0200000000000005,1.3,0.26,10.790000000000001,26.0,80.0,20,Good
2023-08-24,Berhampur,Ganjam,8.7,32.9,10.1,4.3,0.2,36.9,27.3,83.8,37,Good
2023-08-24,Bhusal,Dhenkanal,11.0,26.6,5.1,1.0,0.2,5.0,28.3,88.2,27,Good
2023-08-24,Brundabahal,Kalahandi,17.68,28.730000000000004,5.8500000000000005,1.3,0.26,6.5,30.1,94.8,34,Good
2023-08-24,Dasamanapatana,Dhenkanal,5.0,29.0,2.0,3.3,0.2,5.0,26.9,87.9,29,Good
2023-08-24,Daspur,Kalahandi,6.5,13.13,2.6,1.3,0.26,23.01,25.5,78.1,20,Good
2023-08-24,Gadasila,Dhenkanal,11.6,18.6,5.5,1.0,0.54,5.0,31.0,91.1,27,Good
2023-08-24,Hindol,Dhenkanal,7.7,10.0,8.3,4.1,0.27,12.0,25.7,79.8,14,Good
2023-08-24,Kusupunga,Dhenkanal,5.0,11.4,2.0,3.7,0.27,5.0,29.7,81.2,14,Good
2023-08-24,Neulpoi,Dhenkanal,9.8,22.7,2.0,1.0,0.2,5.0,27.6,89.3,23,Good
2023-08-24,Ratanpur,Dhenkanal,5.0,10.0,9.0,1.0,0.2,5.0,26.6,78.2,11,Good
2023-08-24,Sadasivapur,Dhenkanal,8.2,18.8,3.4,1.5,0.2,7.7,27.4,88.8,19,Good
2023-08-24,Sindhipadar,Kalahandi,6.5,13.0,6.24,2.08,0.26,6.5,29.5,82.4,20,Good
2023-08-24,Tumusinga,Dhenkanal,5.0,11.9,3.8,1.0,0.2,5.0,27.9,93.9,12,Good
2023-08-25,Dharmagarh,Kalahandi,18.07,26.52,16.12,3.12,0.26,19.5,27.2,80.0,31,Good
2023-08-25,Jogimunda,Kalahandi,48.36000000000001,64.87,2.6,8.84,0.46799999999999997,7.0200000000000005,31.3,79.5,77,Satisfactory
2023-08-25,Kansara,Dhenkanal,22.7,48.8,3.6,1.0,0.2,5.0,31.2,82.4,49,Good
2023-08-25,Ladugaon,Kalahandi,6.89,18.98,13.91,3.3800000000000003,0.26,6.5,31.2,75.3,22,Good
2023-08-25,Makuakateni,Dhenkanal,5.0,10.0,2.0,1.0,0.31,5.0,28.6,93.4,16,Good
2023-08-25,Nayabhagirathipur,Dhenkanal,9.2,14.0,2.9,2.0,0.61,5.0,30.8,79.3,30,Good
2023-08-25,Patarapada,Dhenkanal,9.5,18.1,2.0,2.3,0.2,5.0,26.2,85.6,18,Good
2023-08-25,Sankulei,Dhenkanal,6.8,19.8,8.0,1.3,0.26,8.5,25.7,91.6,20,Good
2023-08-26,Banasingh,Dhenkanal,6.4,10.0,3.8,4.5,0.2,11.9,27.4,87.2,12,Good
2023-08-26,Bhuban,Dhenkanal,16.6,45.2,2.0,9.5,0.25,15.0,25.7,92.9,45,Good
2023-08-26,Kankadpal,Dhenkanal,13.4,24.4,2.0,1.8,0.2,5.0,25.4,80.1,24,Good
